0,1,0,0,0
0.01,0.988769,0.00124277,0.14944,0.00166464
0.02,0.955327,0.00198957,0.295527,0.00312141
0.03,0.900428,0.00226213,0.434978,0.00432124
0.04,0.825304,0.00207505,0.564661,0.00521989
0.05,0.731643,0.00143786,0.681662,0.00577297
0.06,0.621549,0.000357914,0.783352,0.00593145
0.07,0.497497,-0.00115559,0.867446,0.0056378
0.08,0.362274,-0.00308667,0.932054,0.00482267
0.09,0.21892,-0.00540665,0.975722,0.00340251
0.1,0.0706571,-0.00806722,0.997467,0.0012782
0.11,-0.0791788,-0.0109925,0.996798,-0.00166504
0.12,-0.227215,-0.0140703,0.973727,-0.00555606
0.13,-0.370114,-0.0171423,0.928768,-0.0105341
0.14,-0.504652,-0.0199936,0.862929,-0.0167427
0.15,-0.627783,-0.0223421,0.777688,-0.02432
0.16,-0.736712,-0.0238277,0.674962,-0.0333863
0.17,-0.82895,-0.0240028,0.55707,-0.0440256
0.18,-0.902373,-0.0223234,0.426684,-0.0562633
0.19,-0.955261,-0.0181451,0.286779,-0.0700374
0.2,-0.986342,-0.0107228,0.140575,-0.0851628
0.21,-0.99482,0.000780813,-0.00851615,-0.101289
0.22,-0.980398,0.0172757,-0.156947,-0.117852
0.23,-0.943298,0.0397078,-0.301086,-0.134015
0.24,-0.884283,0.0689993,-0.437258,-0.148618
0.25,-0.804685,0.105957,-0.561799,-0.160116
0.26,-0.706443,0.151138,-0.671088,-0.166541
0.27,-0.592163,0.204666,-0.76162,-0.165497
0.28,-0.465196,0.265993,-0.830095,-0.154214
0.29,-0.329724,0.333617,-0.873588,-0.129714
0.3,-0.190807,0.404799,-0.889825,-0.0891183
0.31,-0.0543346,0.475377,-0.877585,-0.0301432
0.32,0.0732443,0.539804,-0.837208,0.048263
0.33,0.185483,0.591566,-0.771067,0.145264
0.34,0.276788,0.624029,-0.683787,0.257704
0.35,0.343366,0.631574,-0.581967,0.38017
0.36,0.383917,0.61066,-0.473326,0.505633
0.37,0.399779,0.560414,-0.3655,0.626516
0.38,0.394437,0.482564,-0.264901,0.735784
0.39,0.37264,0.380839,-0.176019,0.827719
0.4,0.339466,0.260166,-0.101273,0.898232
0.41,0.299604,0.125948,-0.0412961,0.944812
0.42,0.256957,-0.016444,0.00457884,0.966272
0.43,0.214498,-0.161943,0.0378194,0.962463
0.44,0.174319,-0.305914,0.0602831,0.934021
0.45,0.137755,-0.44418,0.073926,0.882192
0.46,0.10554,-0.573027,0.0806177,0.808704
0.47,0.0779578,-0.689187,0.0820395,0.715691
0.48,0.0549736,-0.789843,0.0796381,0.605627
0.49,0.0363349,-0.872628,0.0746147,0.481282
0.5,0.0216554,-0.935644,0.0679364,0.345668
0.51,0.010476,-0.97747,0.0603582,0.20199
0.52,0.00230954,-0.997182,0.0524504,0.0535844
0.53,-0.0033272,-0.994361,0.044628,-0.09614
0.54,-0.00689215,-0.969095,0.0371786,-0.243771
0.55,-0.00880442,-0.921975,0.0302886,-0.385962
0.56,-0.00943686,-0.854079,0.024066,-0.5195
0.57,-0.00911295,-0.766949,0.0185608,-0.641374
0.58,-0.00810716,-0.662556,0.0137818,-0.748842
0.59,-0.00664741,-0.543253,0.0097104,-0.839486
0.6,-0.00491918,-0.41173,0.00631187,-0.911271
0.61,-0.00307063,-0.270944,0.00354406,-0.962584
0.62,-0.00121819,-0.124063,0.00136375,-0.992273
0.63,0.000547522,0.025611,-0.000268792,-0.999672
0.64,0.0021558,0.174715,-0.00138696,-0.984616
0.65,0.00355005,0.319898,-0.00201651,-0.947443
0.66,0.00468225,0.457898,-0.00217546,-0.88899
0.67,0.00550771,0.585614,-0.00187528,-0.810569
0.68,0.00598022,0.700178,-0.00112301,-0.713943
0.69,0.00604774,0.799014,7.54695e-05,-0.601282
0.7,0.00564851,0.879903,0.00171127,-0.475118
0.71,0.00470802,0.941024,0.00376724,-0.338286
0.72,0.00313671,0.981004,0.00621182,-0.193862
0.73,0.000828867,0.998942,0.00899175,-0.0450933
0.74,-0.00233716,0.994431,0.0120239,0.104672
0.75,-0.00649696,0.96757,0.0151858,0.252062
0.76,-0.0117958,0.918958,0.0183062,0.393753
0.77,-0.018382,0.849685,0.0211535,0.526546
0.78,-0.0263961,0.761306,0.0234254,0.647432
0.79,-0.0359572,0.65581,0.0247376,0.753663
0.8,-0.0471437,0.535583,0.0246142,0.842807
0.81,-0.0599689,0.403351,0.0224797,0.912801
0.82,-0.0743501,0.26214,0.0176551,0.962
0.83,-0.0900709,0.115209,0.00935913,0.989205
0.84,-0.106736,-0.0339945,-0.00328098,0.993701
0.85,-0.123721,-0.181894,-0.0212063,0.975273
0.86,-0.140113,-0.324832,-0.0453842,0.934234
0.87,-0.154651,-0.459113,-0.0767406,0.871441
0.88,-0.165673,-0.581045,-0.116057,0.788334
0.89,-0.171083,-0.686991,-0.163822,0.686976
0.9,-0.16835,-0.773435,-0.220029,0.570126
0.91,-0.154595,-0.837094,-0.283919,0.441321
0.92,-0.126786,-0.875117,-0.353689,0.304959
0.93,-0.0821021,-0.885398,-0.426218,0.166339
0.94,-0.0184779,-0.867025,-0.496922,0.0315527
0.95,0.0647295,-0.8208,-0.55989,-0.0928519
0.96,0.166114,-0.749676,-0.608423,-0.20053
0.97,0.281903,-0.658859,-0.636001,-0.28625
0.98,0.406178,-0.555352,-0.637438,-0.346808
0.99,0.531669,-0.446973,-0.609859,-0.381596
1,0.650865,-0.341116,-0.553096,-0.392555
1.01,0.75704,-0.24371,-0.469452,-0.383551
1.02,0.844892,-0.158676,-0.363012,-0.359447
1.03,0.910745,-0.0879241,-0.238842,-0.325218
1.04,0.952425,-0.0317116,-0.10233,-0.285324
1.05,0.968989,0.0108565,0.0412517,-0.243394
1.06,0.960454,0.0413515,0.186967,-0.202143
1.07,0.927567,0.0616464,0.330311,-0.163446
