1.08,0.871648,0.0736584,0.467226,-0.128471
1.09,0.794483,0.0791903,0.5941,-0.0978341
1.1,0.698249,0.0798456,0.707762,-0.0717406
1.11,0.58546,0.0769933,0.80548,-0.0501061
1.12,0.458918,0.0717632,0.884974,-0.0326535
1.13,0.321663,0.0650594,0.944425,-0.0189882
1.14,0.17692,0.0575841,0.982501,-0.0086541
1.15,0.0280366,0.0498647,0.998362,-0.00117449
1.16,-0.121576,0.042282,0.991673,0.00391881
1.17,-0.268515,0.0350977,0.96261,0.00706647
1.18,-0.409452,0.028479,0.911846,0.00866956
1.19,-0.541205,0.0225206,0.84054,0.00908322
1.2,-0.660805,0.0172639,0.75031,0.00861437
1.21,-0.765562,0.0127127,0.643193,0.0075224
1.22,-0.85312,0.00884678,0.521604,0.00602198
1.23,-0.921513,0.00563156,0.388283,0.0042873
1.24,-0.969204,0.00302681,0.246228,0.00245716
1.25,-0.995123,0.000992271,0.0986344,0.000640583
1.26,-0.998689,-0.00050817,-0.0511812,-0.00107739
1.27,-0.979822,-0.00150405,-0.199852,-0.00262986
1.28,-0.938946,-0.00201726,-0.344036,-0.00396241
1.29,-0.876981,-0.0020623,-0.480495,-0.00502765
1.3,-0.795318,-0.00164761,-0.606163,-0.00578005
1.31,-0.695792,-0.000778014,-0.718217,-0.00617127
1.32,-0.580639,0.000541853,-0.814138,-0.00614585
1.33,-0.452448,0.00230306,-0.89177,-0.00563753
1.34,-0.314098,0.00448692,-0.949369,-0.0045663
1.35,-0.168701,0.00705849,-0.985638,-0.00283631
1.36,-0.0195252,0.00995901,-0.99976,-0.000335006
1.37,0.130071,0.0130973,-0.991413,0.0030663
1.38,0.276718,0.0163402,-0.960783,0.00751001
1.39,0.417108,0.0195021,-0.908552,0.0131475
1.4,0.548068,0.0223339,-0.835893,0.0201313
1.41,0.66663,0.0245118,-0.744437,0.028604
1.42,0.770091,0.0256258,-0.636244,0.0386831
1.43,0.856079,0.0251708,-0.513762,0.0504399
1.44,0.922595,0.0225381,-0.379776,0.0638737
1.45,0.968065,0.0170128,-0.237356,0.0788788
1.46,0.991368,0.00777671,-0.0898057,0.0952045
1.47,0.991867,-0.00607864,0.0593962,0.112407
1.48,0.969433,-0.0255246,0.206643,0.129797
1.49,0.924467,-0.0515471,0.34825,0.146375
1.5,0.857926,-0.0850704,0.480496,0.160779
1.51,0.77136,-0.126841,0.599665,0.171222
1.52,0.666966,-0.177265,0.702099,0.175474
1.53,0.547663,-0.236183,0.784274,0.170871
1.54,0.417187,-0.302601,0.842934,0.154433
1.55,0.280165,-0.374386,0.875323,0.123096
1.56,0.142132,-0.448011,0.879539,0.0741346
1.57,0.00937025,-0.518474,0.855023,0.00575216
1.58,-0.11152,-0.579529,0.803086,-0.0822337
1.59,-0.214362,-0.624368,0.727281,-0.187819
1.6,-0.294354,-0.646675,0.633363,-0.306624
1.61,-0.348928,-0.641781,0.528671,-0.432289
1.62,-0.378156,-0.607503,0.421021,-0.557386
1.63,-0.384531,-0.544359,0.317485,-0.674546
1.64,-0.372227,-0.455168,0.223468,-0.777387
1.65,-0.346152,-0.344306,0.142334,-0.86103
1.66,-0.311137,-0.21693,0.0755168,-0.922189
1.67,-0.271401,-0.0783826,0.0229413,-0.958995
1.68,-0.230301,0.0661703,-0.0164777,-0.970727
1.69,-0.190309,0.211923,-0.0443878,-0.957549
1.7,-0.153099,0.354493,-0.0626612,-0.920309
1.71,-0.119687,0.489937,-0.0731683,-0.860397
1.72,-0.0905834,0.614743,-0.0776424,-0.779652
1.73,-0.0659222,0.725829,-0.0776099,-0.680296
1.74,-0.045578,0.820549,-0.0743645,-0.564882
1.75,-0.0292531,0.896704,-0.0689675,-0.436246
1.76,-0.0165474,0.95256,-0.0622638,-0.297453
1.77,-0.00700923,0.986868,-0.0549056,-0.151748
1.78,-0.00017346,0.998874,-0.04738,-0.00248935
1.79,0.00441299,0.988329,-0.0400363,0.146911
1.8,0.00717364,0.955494,-0.033112,0.29306
1.81,0.00849199,0.901125,-0.0267568,0.432651
1.82,0.00870605,0.82646,-0.0210534,0.562534
1.83,0.00810678,0.733192,-0.0160355,0.679784
1.84,0.00693919,0.623425,-0.0117029,0.781765
1.85,0.00540537,0.499634,-0.00803369,0.866183
1.86,0.00366883,0.364604,-0.00499425,0.931142
1.87,0.00185963,0.221375,-0.00254635,0.975184
1.88,7.98989e-05,0.0731649,-0.000652832,0.99732
1.89,-0.00159038,-0.0766938,0.000718806,0.997053
1.9,-0.00308768,-0.224834,0.00159425,0.974391
1.91,-0.00435931,-0.367927,0.00199165,0.929842
1.92,-0.00535812,-0.502757,0.00192209,0.864409
1.93,-0.00603739,-0.626296,0.00139118,0.77956
1.94,-0.00634627,-0.735769,0.000401727,0.677203
1.95,-0.00622555,-0.828714,-0.00104257,0.559637
1.96,-0.00560411,-0.903043,-0.00293242,0.429504
1.97,-0.00439615,-0.957084,-0.00524717,0.289729
1.98,-0.00249924,-0.989622,-0.00794804,0.143454
1.99,0.000206223,-0.999922,-0.0109701,-0.0060304
2,0.00385616,-0.987748,-0.0142135,-0.155359
